msi_name,sar_name,hsi_name,label_name
/mnt/data/whispers2023/C2Seg_BW/train/msi/103.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/103.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/103.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/103.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1030.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1030.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1030.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1030.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1031.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1031.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1031.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1031.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1032.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1032.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1032.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1032.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1033.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1033.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1033.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1033.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1034.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1034.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1034.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1034.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1036.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1036.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1036.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1036.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1037.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1037.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1037.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1037.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1038.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1038.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1038.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1038.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1039.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1039.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1039.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1039.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/104.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/104.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/104.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/104.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1040.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1040.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1040.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1040.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1041.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1041.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1041.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1041.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1042.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1042.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1042.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1042.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1043.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1043.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1043.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1043.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1044.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1044.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1044.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1044.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1045.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1045.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1045.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1045.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1047.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1047.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1047.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1047.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1048.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1048.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1048.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1048.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1049.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1049.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1049.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1049.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/105.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/105.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/105.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/105.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1051.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1051.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1051.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1051.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1052.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1052.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1052.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1052.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1053.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1053.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1053.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1053.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1054.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1054.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1054.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1054.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1055.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1055.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1055.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1055.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1056.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1056.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1056.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1056.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1057.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1057.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1057.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1057.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1059.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1059.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1059.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1059.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1060.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1060.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1060.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1060.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1061.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1061.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1061.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1061.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1063.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1063.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1063.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1063.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1064.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1064.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1064.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1064.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1065.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1065.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1065.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1065.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1066.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1066.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1066.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1066.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1067.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1067.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1067.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1067.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1068.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1068.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1068.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1068.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1069.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1069.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1069.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1069.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/107.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/107.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/107.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/107.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1071.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1071.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1071.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1071.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1072.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1072.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1072.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1072.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1073.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1073.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1073.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1073.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1074.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1074.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1074.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1074.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1075.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1075.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1075.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1075.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1076.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1076.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1076.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1076.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1077.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1077.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1077.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1077.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1078.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1078.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1078.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1078.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1079.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1079.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1079.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1079.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/108.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/108.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/108.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/108.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1080.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1080.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1080.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1080.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1081.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1081.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1081.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1081.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1082.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1082.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1082.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1082.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1083.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1083.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1083.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1083.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1084.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1084.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1084.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1084.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1085.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1085.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1085.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1085.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1086.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1086.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1086.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1086.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1087.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1087.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1087.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1087.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1088.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1088.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1088.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1088.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/109.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/109.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/109.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/109.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1091.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1091.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1091.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1091.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1092.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1092.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1092.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1092.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1093.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1093.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1093.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1093.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1094.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1094.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1094.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1094.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1096.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1096.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1096.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1096.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1097.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1097.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1097.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1097.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1098.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1098.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1098.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1098.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1099.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1099.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1099.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1099.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/110.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/110.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/110.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/110.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1100.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1100.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1100.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1100.tiff
/mnt/data/whispers2023/C2Seg_BW/train/msi/1101.tiff,/mnt/data/whispers2023/C2Seg_BW/train/sar/1101.tiff,/mnt/data/whispers2023/C2Seg_BW/train/hsi/hsi/1101.tiff,/mnt/data/whispers2023/C2Seg_BW/train/label/1101.tiff
